id,file,Component,Smell,Details,"Em uma escala de 1 a 5, como você avalia a relevância desse smell?
1 = smell não é importante e, provavelmente, não será refatorado
5 = smell é muito importante e, provavelmente, será refatorado em breve.",Observação
583,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Infrastructure\InfrastructureConfiguration\Edge.tsx,SmoothstepEdge,Large Component,LOC: 72; Number of props: 20; Number of attributes: 0; Number of methods: 0,,
584,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Infrastructure\InfrastructureConfiguration\Edge.tsx,SmoothstepEdge,Too many props,"Number of props: 20; Props: id,sourceX,sourceY,targetX,targetY,sourcePosition,targetPosition,style,markerEnd,data,ref,status,identifier,connectionString,isPending,isError,projectRef,enabled,transform,pointerEvents",,
585,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Infrastructure\InfrastructureConfiguration\InstanceConfiguration.tsx,InstanceConfigurationUI,Large Component,LOC: 309; Number of props: 36; Number of attributes: 0; Number of methods: 2,,
586,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Infrastructure\InfrastructureConfiguration\InstanceConfiguration.tsx,InstanceConfigurationUI,Too many props,"Number of props: 36; Props: diagramOnly,resolvedTheme,ref,isPending,infrastructureReadReplicas,can,data,refetch,isSuccess,projectRef,error,isError,refetchInterval,refetchOnWindowFocus,status,primary,replicas,loadBalancers,onSelectRestartReplica,onSelectDropReplica,id,source,target,type,animated,className,PRIMARY,READ_REPLICA,REGION,LOAD_BALANCER,smoothstep,nodes,maxZoom,minZoom,content,hideAttribution",,
587,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Infrastructure\InfrastructureConfiguration\InstanceNode.tsx,ReplicaNode,Large Component,LOC: 190; Number of props: 17; Number of attributes: 0; Number of methods: 0,,
588,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Infrastructure\InfrastructureConfiguration\InstanceNode.tsx,ReplicaNode,Too many props,"Number of props: 17; Props: data,ref,id,region,computeSize,status,inserted_at,projectHomepageShowInstanceSize,showConnect,source,projectRef,replicaInitializationStatus,progress,estimations,error,background,width",,
589,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Infrastructure\InfrastructureConfiguration\MapView.tsx,MapView,Large Component,LOC: 344; Number of props: 16; Number of attributes: 0; Number of methods: 0,,
590,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Infrastructure\InfrastructureConfiguration\MapView.tsx,MapView,Too many props,"Number of props: 16; Props: onSelectDeployNewReplica,onSelectRestartReplica,onSelectDropReplica,ref,projectHomepageShowInstanceSize,can,data,projectRef,scale,constructor,geographies,x,y,region,height,content",,
591,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Infrastructure\InfrastructureInfo.tsx,InfrastructureInfo,Large Component,LOC: 195; Number of props: 13; Number of attributes: 0; Number of methods: 0,,
592,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Integrations\AWSPrivateLink\AWSPrivateLinkForm.tsx,AWSPrivateLinkForm,Large Component,LOC: 198; Number of props: 13; Number of attributes: 0; Number of methods: 1,,
593,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Integrations\GithubIntegration\GitHubIntegrationConnectionForm.tsx,GitHubIntegrationConnectionForm,Large Component,LOC: 732; Number of props: 38; Number of attributes: 0; Number of methods: 8,,
594,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Integrations\GithubIntegration\GitHubIntegrationConnectionForm.tsx,GitHubIntegrationConnectionForm,Too many props,"Number of props: 38; Props: disabled,connection,data,hasAccess,isLoading,can,refetch,isPending,enabled,mutate,onSuccess,onError,projectRef,mutateAsync,id,name,installation_id,default_branch,repositoryId,branchName,code,message,path,resolver,mode,reValidateMode,defaultValues,organizationId,gitBranch,is_default,branchRef,connectionId,enableProductionSync,new_branch_per_pr,supabaseDirectory,supabaseChangesOnly,branchLimit,field",,
595,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Integrations\VercelIntegration\VercelIntegrationConnectionForm.tsx,VercelIntegrationConnectionForm,Large Component,LOC: 245; Number of props: 17; Number of attributes: 0; Number of methods: 1,,
596,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Integrations\VercelIntegration\VercelIntegrationConnectionForm.tsx,VercelIntegrationConnectionForm,Too many props,"Number of props: 17; Props: disabled,connection,integration,data,environmentVariablesProduction,environmentVariablesPreview,environmentVariablesDevelopment,publicEnvVarPrefix,resolver,defaultValues,mutate,isPending,onSuccess,id,envSyncTargets,organizationIntegrationId,field",,
597,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\ErrorCodeDialog.tsx,VercelSection,Large Component,LOC: 226; Number of props: 11; Number of attributes: 0; Number of methods: 0,,
598,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\ErrorCodeDialog.tsx,VercelSection,Large Component,LOC: 226; Number of props: 11; Number of attributes: 0; Number of methods: 0,,
599,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\Logs.DatePickers.tsx,LogsDatePicker,Large Component,LOC: 364; Number of props: 16; Number of attributes: 0; Number of methods: 5,,
600,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\Logs.DatePickers.tsx,LogsDatePicker,Too many props,"Number of props: 16; Props: onSubmit,helpers,value,buttonTriggerProps,popoverContentProps,hideWarnings,align,HH,mm,ss,to,from,isHelper,text,getEntitlementNumericValue,content",,
601,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\LogSelection.tsx,LogDetails,Large Component,LOC: 50; Number of props: 21; Number of attributes: 0; Number of methods: 0,,
602,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\LogSelection.tsx,LogDetails,Too many props,"Number of props: 21; Props: log,onClose,queryType,isLoading,error,id,metadata,timestamp,event_message,status,method,path,search,user_agent,apikey,error_code,role,hint,detail,query,content",,
603,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\LogSelection.tsx,LogDetails,Large Component,LOC: 50; Number of props: 21; Number of attributes: 0; Number of methods: 0,,
604,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\LogSelection.tsx,LogDetails,Too many props,"Number of props: 21; Props: log,onClose,queryType,isLoading,error,id,metadata,timestamp,event_message,status,method,path,search,user_agent,apikey,error_code,role,hint,detail,query,content",,
605,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\LogSelectionRenderers\DefaultPreviewSelectionRenderer.tsx,PropertyRow,Large Component,LOC: 199; Number of props: 6; Number of attributes: 0; Number of methods: 3,,
606,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\LogsPreviewer.tsx,LogsPreviewer,Large Component,LOC: 273; Number of props: 57; Number of attributes: 0; Number of methods: 4,,
607,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\LogsPreviewer.tsx,LogsPreviewer,Too many props,"Number of props: 57; Props: projectRef,queryType,filterOverride,condensedLayout,tableName,children,EmptyState,filterPanelClassName,db,data,search,setSearch,timestampStart,timestampEnd,setTimeRange,filters,setFilters,to,from,text,isHelper,isSuccess,error,logData,params,newCount,isLoading,eventChartData,isLoadingOlder,loadOlder,refresh,table,id,paramsToMerge,showUpgradePrompt,setShowUpgradePrompt,search_query,getEntitlementNumericValue,query,pathname,className,csvData,onRefresh,onSearch,defaultSearchValue,defaultToValue,defaultFromValue,queryUrl,onSelectTemplate,onFiltersChange,isShowingEventChart,onToggleEventChart,onSelectedDatabaseChange,selectedDatePickerValue,setSelectedDatePickerValue,start,end",,
608,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\LogsQueryPanel.tsx,LogsQueryPanel,Large Component,LOC: 211; Number of props: 10; Number of attributes: 0; Number of methods: 0,,
609,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\LogTable.tsx,RenderNoResultAlert,Large Component,LOC: 4; Number of props: 48; Number of attributes: 0; Number of methods: 7,,
610,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\LogTable.tsx,RenderNoResultAlert,Too many props,"Number of props: 48; Props: data,queryType,onHistogramToggle,isHistogramShowing,isLoading,isSaving,error,projectRef,onRun,onSave,hasEditorValue,className,EmptyState,showHeader,showHistogramToggle,selectedLog,isSelectedLogLoading,selectedLogError,onSelectedLogChange,sqlQuery,ref,profile,show,can,resource,subject,timestamp,key,name,width,maxWidth,minWidth,renderCell,resizable,renderHeaderCell,row,column,id,hidden,content,isCustomQuery,maxHeight,overflow,transition,flex,minHeight,renderRow,noRowsFallback",,
611,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\LogTable.tsx,RenderNoResultAlert,Large Component,LOC: 4; Number of props: 48; Number of attributes: 0; Number of methods: 7,,
612,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\LogTable.tsx,RenderNoResultAlert,Too many props,"Number of props: 48; Props: data,queryType,onHistogramToggle,isHistogramShowing,isLoading,isSaving,error,projectRef,onRun,onSave,hasEditorValue,className,EmptyState,showHeader,showHistogramToggle,selectedLog,isSelectedLogLoading,selectedLogError,onSelectedLogChange,sqlQuery,ref,profile,show,can,resource,subject,timestamp,key,name,width,maxWidth,minWidth,renderCell,resizable,renderHeaderCell,row,column,id,hidden,content,isCustomQuery,maxHeight,overflow,transition,flex,minHeight,renderRow,noRowsFallback",,
613,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\LogTable.tsx,RenderNoResultAlert,Large Component,LOC: 4; Number of props: 48; Number of attributes: 0; Number of methods: 7,,
614,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\LogTable.tsx,RenderNoResultAlert,Too many props,"Number of props: 48; Props: data,queryType,onHistogramToggle,isHistogramShowing,isLoading,isSaving,error,projectRef,onRun,onSave,hasEditorValue,className,EmptyState,showHeader,showHistogramToggle,selectedLog,isSelectedLogLoading,selectedLogError,onSelectedLogChange,sqlQuery,ref,profile,show,can,resource,subject,timestamp,key,name,width,maxWidth,minWidth,renderCell,resizable,renderHeaderCell,row,column,id,hidden,content,isCustomQuery,maxHeight,overflow,transition,flex,minHeight,renderRow,noRowsFallback",,
615,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\LogTable.tsx,RenderNoResultAlert,Large Component,LOC: 4; Number of props: 48; Number of attributes: 0; Number of methods: 7,,
616,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\LogTable.tsx,RenderNoResultAlert,Too many props,"Number of props: 48; Props: data,queryType,onHistogramToggle,isHistogramShowing,isLoading,isSaving,error,projectRef,onRun,onSave,hasEditorValue,className,EmptyState,showHeader,showHistogramToggle,selectedLog,isSelectedLogLoading,selectedLogError,onSelectedLogChange,sqlQuery,ref,profile,show,can,resource,subject,timestamp,key,name,width,maxWidth,minWidth,renderCell,resizable,renderHeaderCell,row,column,id,hidden,content,isCustomQuery,maxHeight,overflow,transition,flex,minHeight,renderRow,noRowsFallback",,
617,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\PreviewFilterPanel.tsx,PreviewFilterPanel,Large Component,LOC: 225; Number of props: 28; Number of attributes: 0; Number of methods: 1,,
618,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\PreviewFilterPanel.tsx,PreviewFilterPanel,Too many props,"Number of props: 28; Props: isLoading,newCount,onRefresh,onSearch,defaultSearchValue,onExploreClick,queryUrl,condensedLayout,isShowingEventChart,onToggleEventChart,csvData,onFiltersChange,filters,table,onSelectedDatabaseChange,className,selectedDatePickerValue,setSelectedDatePickerValue,ref,data,projectRef,query,content,fontSize,to,from,id,name",,
619,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\PreviewFilterPanelWithUniversal.tsx,PreviewFilterPanelWithUniversal,Large Component,LOC: 270; Number of props: 38; Number of attributes: 0; Number of methods: 1,,
620,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\PreviewFilterPanelWithUniversal.tsx,PreviewFilterPanelWithUniversal,Too many props,"Number of props: 38; Props: isLoading,newCount,onRefresh,onSearch,defaultSearchValue,defaultFromValue,defaultToValue,onExploreClick,queryUrl,condensedLayout,isShowingEventChart,onToggleEventChart,csvData,onFiltersChange,filters,table,onSelectedDatabaseChange,className,selectedDatePickerValue,setSelectedDatePickerValue,ref,data,projectRef,label,name,type,operators,options,propertyName,operator,value,logicalOperator,conditions,from,to,query,fontSize,id",,
621,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Sidebar.tsx,ProjectLinks,Large Component,LOC: 148; Number of props: 28; Number of attributes: 0; Number of methods: 1,,
622,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Sidebar.tsx,ProjectLinks,Too many props,"Number of props: 28; Props: ref,data,securityLints,errorLints,mutate,isEnabled,projectAuthAll,projectEdgeFunctionAll,projectStorageAll,realtimeAll,auth,edgeFunctions,storage,realtime,authOverviewPage,unifiedLogs,showReports,apiDocsSidePanel,platformWebhooks,key,label,icon,link,linkElement,action,properties,groups,disabled",,
623,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SignIn\SignInForm.tsx,SessionTimeoutModal,Force Update,"Line 48: setReturnTo(getReturnToPath())
",,
624,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SignIn\SignInForm.tsx,SessionTimeoutModal,Force Update,"Line 48: setReturnTo(getReturnToPath())
",,
625,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SignIn\SignInMfaForm.tsx,SignInMfaForm,Large Component,LOC: 187; Number of props: 16; Number of attributes: 0; Number of methods: 2,,
626,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SignIn\SignInMfaForm.tsx,SignInMfaForm,Too many props,"Number of props: 16; Props: context,resolver,defaultValues,data,error,isError,isSuccess,isPending,mutate,onSuccess,code,factorId,refreshFactors,field,subject,category",,
627,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SignIn\SignUpForm.tsx,SignUpForm,Large Component,LOC: 180; Number of props: 18; Number of attributes: 0; Number of methods: 1,,
628,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SignIn\SignUpForm.tsx,SignUpForm,Too many props,"Number of props: 18; Props: resolver,defaultValues,auth_id,token,mutate,isPending,onSuccess,onError,email,password,async,returnTo,hcaptchaToken,redirectTo,opacity,duration,delay,field",,
629,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SQLEditor\InlineWidget.tsx,InlineWidget,Large Component,LOC: 90; Number of props: 14; Number of attributes: 0; Number of methods: 2,,
630,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SQLEditor\InlineWidget.tsx,InlineWidget,Too many props,"Number of props: 14; Props: children,editor,id,beforeLineNumber,afterLineNumber,heightInLines,top,height,domNode,onDomNodeTop,onComputedHeight,getId,getDomNode,getPosition",,
631,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SQLEditor\InlineWidget.tsx,InlineWidget,Direct DOM Manipulation,"Line 48: const containerElement = useMemo(() => document.createElement('div'), [])
",,
632,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SQLEditor\MonacoEditor.tsx,MonacoEditor,Large Component,LOC: 248; Number of props: 42; Number of attributes: 0; Number of methods: 2,,
633,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SQLEditor\MonacoEditor.tsx,MonacoEditor,Too many props,"Number of props: 42; Props: id,snippetName,editorRef,monacoRef,autoFocus,placeholder,className,executeQuery,onHasSelection,onPrompt,onMount,profile,ref,content,data,openSidebar,toggleSidebar,label,keybindings,contextMenuGroupId,contextMenuOrder,run,selection,lineNumber,column,idOverride,name,sql,owner_id,project_id,projectRef,snippet,shallow,shouldInvalidate,tabSize,fontSize,lineDecorationsWidth,readOnly,minimap,wordWrap,padding,suggest",,
634,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SQLEditor\MoveQueryModal.tsx,MoveQueryModal,Large Component,LOC: 317; Number of props: 21; Number of attributes: 0; Number of methods: 2,,
635,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SQLEditor\MoveQueryModal.tsx,MoveQueryModal,Too many props,"Number of props: 21; Props: visible,snippets,onClose,ref,mutateAsync,isPending,onError,message,path,mode,reValidateMode,resolver,defaultValues,id,projectRef,name,content,payload,snippet,skipSave,field",,
636,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SQLEditor\OngoingQueriesPanel.tsx,OngoingQueriesPanel,Large Component,LOC: 160; Number of props: 15; Number of attributes: 0; Number of methods: 1,,
637,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SQLEditor\OngoingQueriesPanel.tsx,OngoingQueriesPanel,Too many props,"Number of props: 15; Props: replace,viewOngoingQueries,data,projectRef,error,isError,isPending,isFetching,refetch,connectionString,enabled,staleTime,mutate,onSuccess,pid",,
638,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SQLEditor\RenameQueryModal.tsx,RenameQueryModal,Large Component,LOC: 192; Number of props: 23; Number of attributes: 0; Number of methods: 3,,
639,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SQLEditor\RenameQueryModal.tsx,RenameQueryModal,Too many props,"Number of props: 23; Props: snippet,visible,onCancel,onComplete,ref,data,orgSlug,enabled,projectRef,id,name,description,mutate,isPending,onSuccess,onError,sql,content,mutateAsync,setSubmitting,payload,label,isSubmitting",,
640,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SQLEditor\SQLEditor.tsx,SQLEditor,Large Component,LOC: 937; Number of props: 63; Number of attributes: 0; Number of methods: 3,,
641,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SQLEditor\SQLEditor.tsx,SQLEditor,Too many props,"Number of props: 63; Props: ref,id,profile,data,openSidebar,isHipaaProjectDisallowed,sourceSqlDiff,setSourceSqlDiff,selectedDiffType,setSelectedDiffType,setIsAcceptDiffLoading,isDiffOpen,defaultSqlDiff,closeDiff,promptState,setPromptState,promptInput,setPromptInput,resetPrompt,isSuccess,projectRef,enabled,mutateAsync,mutate,isPending,queryKey,range,options,title,sql,snippet,label,text,appendAutoLimit,connectionString,autoLimit,isRoleImpersonationEnabled,isStatementTimeoutDisabled,contextualInvalidation,handleError,action,groups,message,name,owner_id,project_id,sqlSnippets,initialInput,properties,method,headers,body,original,modified,isLoading,selection,beforeSelection,afterSelection,isOpen,scrollTop,diffType,startLineNumber,endLineNumber",,
642,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SQLEditor\SQLTemplates\SQLQuickstarts.tsx,SQLQuickstarts,Large Component,LOC: 80; Number of props: 17; Number of attributes: 0; Number of methods: 1,,
643,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SQLEditor\SQLTemplates\SQLQuickstarts.tsx,SQLQuickstarts,Too many props,"Number of props: 17; Props: ref,profile,data,type,can,resource,subject,mutate,name,sql,owner_id,project_id,projectRef,snippet,action,properties,groups",,
644,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SQLEditor\SQLTemplates\SQLTemplates.tsx,SQLTemplates,Large Component,LOC: 80; Number of props: 17; Number of attributes: 0; Number of methods: 1,,
645,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SQLEditor\SQLTemplates\SQLTemplates.tsx,SQLTemplates,Too many props,"Number of props: 17; Props: ref,profile,data,type,can,resource,subject,mutate,name,sql,owner_id,project_id,projectRef,snippet,action,properties,groups",,
646,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SQLEditor\UtilityPanel\ChartConfig.tsx,ChartConfig,Large Component,LOC: 239; Number of props: 15; Number of attributes: 0; Number of methods: 2,,
647,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SQLEditor\UtilityPanel\ChartConfig.tsx,ChartConfig,Too many props,"Number of props: 15; Props: results,config,onConfigChange,ref,xKey,yKey,angle,interval,hide,tickFormatter,domain,content,cumulative,showLabels,showGrid",,
648,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SQLEditor\UtilityPanel\Results.tsx,Results,Large Component,LOC: 114; Number of props: 16; Number of attributes: 0; Number of methods: 2,,
649,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SQLEditor\UtilityPanel\Results.tsx,Results,Too many props,"Number of props: 16; Props: rows,idx,key,name,resizable,parent,level,width,minWidth,maxWidth,draggable,frozen,sortable,isLastFrozenColumn,renderCell,renderHeaderCell",,
650,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SQLEditor\UtilityPanel\UtilityActions.tsx,UtilityActions,Large Component,LOC: 171; Number of props: 7; Number of attributes: 0; Number of methods: 4,,
651,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SQLEditor\UtilityPanel\UtilityPanel.tsx,UtilityPanel,Large Component,LOC: 170; Number of props: 23; Number of attributes: 0; Number of methods: 3,,
652,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SQLEditor\UtilityPanel\UtilityPanel.tsx,UtilityPanel,Too many props,"Number of props: 23; Props: id,isExecuting,isExplainExecuting,isDebugging,isDisabled,hasSelection,prettifyQuery,executeQuery,executeExplainQuery,onDebug,buildDebugPrompt,activeTab,onActiveTabChange,ref,data,mutate,invalidateQueriesOnSuccess,onMutate,onError,projectRef,payload,action,groups",,
653,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\AnalyticsBuckets\AnalyticsBucketDetails\ConnectTablesDialog.tsx,ConnectTablesDialogContent,Large Component,LOC: 281; Number of props: 38; Number of attributes: 0; Number of methods: 3,,
654,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\AnalyticsBuckets\AnalyticsBucketDetails\ConnectTablesDialog.tsx,ConnectTablesDialogContent,Too many props,"Number of props: 38; Props: visible,onClose,onSuccessConnectTables,ref,bucketId,data,resolver,defaultValues,tables,projectRef,can,reveal,enabled,serviceKey,sourceId,pipeline,publication,mutateAsync,schema,name,connectionString,ids,warehouseName,catalogToken,s3AccessKeyId,s3SecretAccessKey,s3Region,pipeline_id,destinationName,destinationConfig,pipelineConfig,pipelineId,publicationName,field,height,opacity,duration,ease",,
655,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\AnalyticsBuckets\AnalyticsBucketDetails\CreateTable\CreateTableInstructions.tsx,CreateTableInstructions,Large Component,LOC: 236; Number of props: 22; Number of attributes: 0; Number of methods: 0,,
