id,Large File,File URL,LOC,N_Components,N_Functions,N_Imports,"Em uma escala de 1 a 5, como você avalia a relevância desse smell?
1 = smell não é importante e, provavelmente, não será refatorado
5 = smell é muito importante e, provavelmente, será refatorado em breve.",Observação
407,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Integrations\VercelIntegration\VercelIntegrationConnectionForm.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Integrations\VercelIntegration\VercelIntegrationConnectionForm.tsx,279,1,0,23,,
408,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\ErrorCodeDialog.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\ErrorCodeDialog.tsx,266,1,0,33,,
409,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\ErrorCodeDialog.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\ErrorCodeDialog.tsx,266,1,0,33,,
410,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\Logs.DatePickers.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\Logs.DatePickers.tsx,463,1,4,26,,
411,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\Logs.utils.ts,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\Logs.utils.ts,832,2,28,15,,
412,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\LogSelection.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\LogSelection.tsx,188,4,0,22,,
413,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\LogSelectionRenderers\DefaultPreviewSelectionRenderer.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\LogSelectionRenderers\DefaultPreviewSelectionRenderer.tsx,263,4,0,19,,
414,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\LogsFormatters.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\LogsFormatters.tsx,252,8,2,7,,
415,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\LogsPreviewer.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\LogsPreviewer.tsx,373,1,1,33,,
416,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\LogsQueryPanel.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\LogsQueryPanel.tsx,306,3,0,34,,
417,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\LogTable.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\LogTable.tsx,598,4,0,55,,
418,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\PreviewFilterPanel.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\PreviewFilterPanel.tsx,278,1,0,32,,
419,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\PreviewFilterPanelWithUniversal.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Settings\Logs\PreviewFilterPanelWithUniversal.tsx,355,2,1,31,,
420,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Sidebar.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Sidebar.tsx,460,6,0,58,,
421,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SignIn\ForgotPasswordWizard.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SignIn\ForgotPasswordWizard.tsx,206,3,0,18,,
422,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SignIn\ResetPasswordForm.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SignIn\ResetPasswordForm.tsx,167,1,0,21,,
423,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SignIn\SignInMfaForm.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SignIn\SignInMfaForm.tsx,220,1,0,26,,
424,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SignIn\SignUpForm.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SignIn\SignUpForm.tsx,233,1,0,29,,
425,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SQLEditor\MonacoEditor.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SQLEditor\MonacoEditor.tsx,289,1,0,23,,
426,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SQLEditor\MoveQueryModal.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SQLEditor\MoveQueryModal.tsx,382,1,0,48,,
427,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SQLEditor\OngoingQueriesPanel.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SQLEditor\OngoingQueriesPanel.tsx,193,1,0,30,,
428,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SQLEditor\RenameQueryModal.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SQLEditor\RenameQueryModal.tsx,226,1,0,26,,
429,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SQLEditor\SQLEditor.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SQLEditor\SQLEditor.tsx,1022,1,0,79,,
430,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SQLEditor\UtilityPanel\ChartConfig.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SQLEditor\UtilityPanel\ChartConfig.tsx,304,1,1,27,,
431,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SQLEditor\UtilityPanel\UtilityActions.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SQLEditor\UtilityPanel\UtilityActions.tsx,208,1,0,25,,
432,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SQLEditor\UtilityPanel\UtilityTabResults.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\SQLEditor\UtilityPanel\UtilityTabResults.tsx,195,0,0,23,,
433,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\AnalyticsBuckets\AnalyticsBucketDetails\ConnectTablesDialog.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\AnalyticsBuckets\AnalyticsBucketDetails\ConnectTablesDialog.tsx,482,3,0,50,,
434,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\AnalyticsBuckets\AnalyticsBucketDetails\CreateTable\CreateTableInstructions.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\AnalyticsBuckets\AnalyticsBucketDetails\CreateTable\CreateTableInstructions.tsx,266,1,0,26,,
435,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\AnalyticsBuckets\AnalyticsBucketDetails\CreateTable\CreateTableSheet.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\AnalyticsBuckets\AnalyticsBucketDetails\CreateTable\CreateTableSheet.tsx,374,1,0,38,,
436,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\AnalyticsBuckets\AnalyticsBucketDetails\index.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\AnalyticsBuckets\AnalyticsBucketDetails\index.tsx,473,4,0,44,,
437,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\AnalyticsBuckets\AnalyticsBucketDetails\InitializeForeignSchemaDialog.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\AnalyticsBuckets\AnalyticsBucketDetails\InitializeForeignSchemaDialog.tsx,135,1,0,27,,
438,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\AnalyticsBuckets\AnalyticsBucketDetails\NamespaceWithTables\index.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\AnalyticsBuckets\AnalyticsBucketDetails\NamespaceWithTables\index.tsx,398,1,0,46,,
439,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\AnalyticsBuckets\AnalyticsBucketDetails\NamespaceWithTables\TableRowComponent.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\AnalyticsBuckets\AnalyticsBucketDetails\NamespaceWithTables\TableRowComponent.tsx,547,1,0,48,,
440,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\AnalyticsBuckets\AnalyticsBucketDetails\UpdateForeignSchemaDialog.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\AnalyticsBuckets\AnalyticsBucketDetails\UpdateForeignSchemaDialog.tsx,175,1,0,34,,
441,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\AnalyticsBuckets\CreateAnalyticsBucketForm.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\AnalyticsBuckets\CreateAnalyticsBucketForm.tsx,282,1,0,31,,
442,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\AnalyticsBuckets\index.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\AnalyticsBuckets\index.tsx,209,1,0,33,,
443,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\CreateBucketModal.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\CreateBucketModal.tsx,425,1,0,39,,
444,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\FilesBuckets\BucketsTable.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\FilesBuckets\BucketsTable.tsx,117,3,0,11,,
445,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\FilesBuckets\BucketTable.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\FilesBuckets\BucketTable.tsx,149,3,0,16,,
446,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\FilesBuckets\index.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\FilesBuckets\index.tsx,167,1,0,34,,
447,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\ImportForeignSchemaDialog.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\ImportForeignSchemaDialog.tsx,214,1,0,27,,
448,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\Storage.utils.ts,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\Storage.utils.ts,266,0,13,11,,
449,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\StorageExplorer\FileExplorerColumn.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\StorageExplorer\FileExplorerColumn.tsx,296,3,0,29,,
450,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\StorageExplorer\FileExplorerHeader.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\StorageExplorer\FileExplorerHeader.tsx,496,3,0,38,,
451,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\StorageExplorer\PreviewPane.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\StorageExplorer\PreviewPane.tsx,284,2,0,25,,
452,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\StorageExplorer\StorageExplorer.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\StorageExplorer\StorageExplorer.tsx,193,1,0,25,,
453,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\StorageExplorer\StorageExplorer.utils.test.ts,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\StorageExplorer\StorageExplorer.utils.test.ts,279,0,3,13,,
454,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\StorageExplorer\StorageExplorer.utils.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\StorageExplorer\StorageExplorer.utils.tsx,259,0,12,10,,
455,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\StoragePolicies\StoragePoliciesEditor.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\StoragePolicies\StoragePoliciesEditor.tsx,164,4,0,11,,
456,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\StoragePolicies\StoragePoliciesEditPolicyModal.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\StoragePolicies\StoragePoliciesEditPolicyModal.tsx,263,2,0,18,,
457,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\StorageSettings\CreateCredentialModal.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\StorageSettings\CreateCredentialModal.tsx,198,1,0,28,,
458,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\StorageSettings\S3Connection.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\StorageSettings\S3Connection.tsx,356,1,0,53,,
459,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\StorageSettings\StorageListV2MigrationCallout.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\StorageSettings\StorageListV2MigrationCallout.tsx,165,3,0,21,,
460,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\StorageSettings\StorageSettings.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\StorageSettings\StorageSettings.tsx,498,1,0,55,,
461,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\VectorBuckets\CreateVectorBucketDialog.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\VectorBuckets\CreateVectorBucketDialog.tsx,233,1,0,33,,
462,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\VectorBuckets\CreateVectorTableSheet.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\VectorBuckets\CreateVectorTableSheet.tsx,407,1,0,38,,
463,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\VectorBuckets\index.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\VectorBuckets\index.tsx,182,1,0,29,,
464,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\VectorBuckets\VectorBucketDetails\index.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\VectorBuckets\VectorBucketDetails\index.tsx,333,1,0,47,,
465,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\VectorBuckets\VectorBucketDetails\InitializeForeignSchemaDialog.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\VectorBuckets\VectorBucketDetails\InitializeForeignSchemaDialog.tsx,182,1,0,36,,
466,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\VectorBuckets\VectorBucketDetails\VectorBucketCallouts.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\VectorBuckets\VectorBucketDetails\VectorBucketCallouts.tsx,126,3,0,10,,
467,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\VectorBuckets\VectorBucketDetails\VectorBucketTableExamplesSheet.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Storage\VectorBuckets\VectorBucketDetails\VectorBucketTableExamplesSheet.tsx,307,2,2,35,,
468,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Support\LinkSupportTicketPage.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Support\LinkSupportTicketPage.tsx,81,3,0,10,,
469,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Support\ProjectAndPlanInfo.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Support\ProjectAndPlanInfo.tsx,237,4,0,25,,
470,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Support\__tests__\SupportFormPage.test.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Support\__tests__\SupportFormPage.test.tsx,1715,0,20,23,,
471,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\TableGridEditor\DeleteConfirmationDialogs.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\TableGridEditor\DeleteConfirmationDialogs.tsx,332,1,0,20,,
472,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\TableGridEditor\GridHeaderActions.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\TableGridEditor\GridHeaderActions.tsx,549,1,0,46,,
473,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\TableGridEditor\SidePanelEditor\ColumnEditor\ColumnEditor.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\TableGridEditor\SidePanelEditor\ColumnEditor\ColumnEditor.tsx,409,1,0,45,,
474,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\TableGridEditor\SidePanelEditor\ColumnEditor\ColumnEditor.utils.ts,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\TableGridEditor\SidePanelEditor\ColumnEditor\ColumnEditor.utils.ts,306,0,11,13,,
475,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\TableGridEditor\SidePanelEditor\ColumnEditor\ColumnType.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\TableGridEditor\SidePanelEditor\ColumnEditor\ColumnType.tsx,316,1,0,40,,
476,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\TableGridEditor\SidePanelEditor\ForeignKeySelector\ForeignKeySelector.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\TableGridEditor\SidePanelEditor\ForeignKeySelector\ForeignKeySelector.tsx,562,1,0,36,,
